eta,mutual_info_H1,mutual_info_H0,return_variance_H1,return_variance_H0,snr_proxy_H1
0.05,0.03940778279347912,0.0,2.4690548922770903,2.5,0.20250663586457332
0.1625,0.1386734722537757,0.0,2.399428399900545,2.5,0.20838296321770833
0.275,0.25645576215702115,0.0,2.329801907523999,2.5,0.21461052048471188
0.3875,0.3997276482194425,0.0,2.2601754151474536,2.5,0.2212217674119688
0.5,0.5802368068133859,0.0,2.1905489227709083,2.5,0.2282532906717879
